what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337662776038
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337662777413
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1337662777424
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337662781224
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337662782987
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1337662782998
started,bundle,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms",1337662786798
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1337662786910
started,bundle,com.android.ide.eclipse.traceview,17.0.0.v201203161636-291853,"com.android.ide.eclipse.traceview",1337662786946
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337662787188
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337662789165
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1337662805104
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1337662805152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337662849318
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337662881511
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337662889978
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1337662891341
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1337662891341
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1337662891342
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1337662891343
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1337662891344
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1337662891344
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1337662891345
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1337662891346
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1337662891347
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1337662891348
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1337662891348
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1337662891350
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.402.v201201250306,"org.eclipse.jst.ws.consumption.ui",1337662891351
